time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
8.9465,-13452,21492,-536,6518,-3874,25558
8.9677,-10836,-1648,-12788,-1794,-15161,32652
8.9868,-5852,-6240,-16404,13939,-4211,20365
9.0073,-7312,4120,-11072,17138,3680,17665
9.0276,-11528,1596,-9420,18233,3419,20189
9.046,-12236,4820,-9612,17010,-712,26694
9.0666,-12920,3124,-13852,14310,-4934,32767
9.088,-13160,6668,-13128,12201,-12827,32767
9.1071,-8516,3512,-15988,10387,-17365,32767
9.1277,-4708,708,-17212,13499,-15487,32225
9.1464,-704,2752,-17120,15775,-10790,25553
9.1674,-876,5660,-16668,16084,-8285,22537
9.1866,-2928,6936,-16304,14011,-8588,23312
9.2069,-7968,7748,-18056,11748,-11432,24955
9.2268,-4708,8256,-16772,8445,-16774,28299
9.2462,-6140,5816,-15964,6772,-18676,27791
9.2667,-100,5404,-16156,8667,-18635,22342
9.2866,4000,6112,-16124,9087,-7212,18699
9.3066,-2144,4964,-12440,8814,-3632,16975
9.3267,-84,5056,-14620,7420,-354,18471
9.3463,-1640,1816,-13812,6826,3468,17106
9.3667,-1924,2456,-12956,5366,4675,18015
9.3864,-2196,3716,-11660,2189,8676,19685
9.4066,-7208,3284,-9364,-2246,10087,23218
9.4276,-11208,1888,-13104,-8050,5804,27911
9.446,-14148,-6972,-22920,-7879,1633,28522
9.4666,-15564,-6028,-22360,4738,-2230,14510
9.4867,-584,15440,-13928,8945,-8385,8841
9.5067,1744,23096,-10316,-14774,347,30621
9.5324,-5508,768,-13584,-6801,-506,3906
