time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1.7484,-15820,-14592,-14164,3848,-3680,-16380
1.7663,-140,-6744,-18444,6143,-21581,-16758
1.7869,15272,-2900,-27816,3553,13089,-5648
1.8062,-16072,2572,-12504,913,21738,4191
1.8261,-24548,-2396,-10480,-5401,-13166,6105
1.847,2788,5072,-19040,-6322,-5167,3502
1.8663,2084,8568,-12476,-12086,18094,10758
1.8862,-8276,952,-10652,-11562,15969,7700
1.9072,-5700,476,-14464,-8408,18785,3957
1.927,-5992,7304,-12348,-7530,18890,7325
1.9487,-1284,9160,-15860,-10383,16911,14890
1.9667,-3544,6276,-14368,-11501,21403,16510
1.9872,-3860,2036,-13644,-11053,21913,15804
2.0063,-2424,4068,-12888,-10190,22883,14540
2.0262,-2900,11724,-15716,-13926,26307,18615
2.0467,-7084,15920,-16044,-18333,28311,18946
2.0659,-6232,13168,-13532,-24582,19085,26099
2.0864,-1052,7508,-19572,-24701,15735,28164
2.1065,-188,4484,-24232,-19672,14119,27249
2.1264,3244,7636,-20816,-13342,14012,23684
2.1495,3252,9000,-16644,-11715,7505,22539
2.1669,10592,2180,-16812,-7804,11123,17383
2.1866,496,-6272,-12288,1663,14133,6102
2.2066,-4036,3812,-3656,11739,-3017,-6682
2.2273,5168,9536,-8384,5802,-11440,-4150
2.2482,6708,4336,-12764,4457,-10117,-7345
2.267,5520,3212,-13152,12324,-7050,-17515
2.2867,13720,14560,-14336,17950,-13152,-28248
2.3064,32767,24128,-21540,10318,12565,-16696
2.3287,5756,14008,-14300,7306,32767,-5709
2.3468,-14584,11044,-3356,10293,-3577,-19051
2.3658,10432,12256,-14580,4708,-19687,-15613
2.3873,20032,10952,-22268,1918,2207,-3711
2.406,-2832,1804,-21076,-4181,5001,8251
2.427,-12896,-3492,-10160,12744,-3942,-24829
2.4495,2504,23584,-6808,7827,-17019,-12326
2.4662,12492,20564,-13732,-11347,-14777,6454
2.4877,8932,1052,-17020,-9915,-10999,6720
2.506,6492,-2424,-17196,741,-11060,1183
2.5261,6792,1292,-17732,7078,-7292,-915
2.5468,3048,8256,-12604,9351,-10354,-615
2.566,8204,14448,-9992,5394,-15996,3044
2.5869,12144,12384,-12916,-2085,-15688,11300
2.6061,7416,4528,-14400,-3664,-13813,8984
2.6266,4272,2412,-14440,-581,-13477,1936
2.6473,5032,5980,-15436,490,-10268,-1792
2.666,4276,9440,-13660,476,-7871,-2635
2.6897,1868,8968,-15624,-689,-9136,-1333
2.7073,1688,7716,-15536,165,-7578,-4071
2.7264,2188,8708,-14164,-46,-7582,-5217
2.7463,1848,8292,-15544,-1039,-8293,-4373
2.7663,3520,6688,-14488,-1100,-8876,-6037
2.7871,7368,6088,-14320,-1527,-8563,-5678
2.806,8144,5124,-15108,279,-7536,-6918
2.826,8624,4200,-16612,2609,-5414,-9477
2.8466,8076,5008,-16980,6286,-4227,-13538
2.8659,7752,8240,-16080,8127,-2039,-16361
2.8867,8272,7900,-18488,9639,-42,-18528
2.9062,7088,6804,-19112,11206,2515,-20054
2.9273,6940,6700,-19684,14933,582,-21416
2.9477,10224,10704,-22500,18205,5559,-27276
2.966,11020,24028,-12468,16508,3808,-31467
2.9864,7608,32767,-1984,9558,-12430,-18086
3.0069,16180,28736,-17796,-13209,-32768,11601
3.027,29216,10208,-32768,-1952,-16219,5760
3.0476,2044,-2812,-25528,222,16001,-1810
3.0669,-18348,-9476,-10324,4311,-3828,-21170
3.0865,2964,-2928,-22048,824,-17216,-13195
3.1068,5716,2868,-20740,-4286,14486,3990
3.1263,-21196,-2268,-11816,-7719,7285,12351
3.1472,-11396,-1352,-14100,-474,-8979,1019
3.1658,5248,13256,-14080,-3724,13323,6936
3.1869,-8124,6452,-7056,-12020,17380,16158
3.2071,-6080,-692,-10160,-8169,17747,5855
3.2265,-3296,3600,-10728,-7866,18130,10016
3.2494,-1712,5480,-12256,-6590,21299,9672
3.2663,-956,8912,-13868,-8890,22310,17520
3.2876,-4124,5596,-11516,-10760,21206,20281
3.3064,-3824,5552,-11096,-11635,21723,19204
3.3266,-3064,10644,-13420,-15425,25454,22187
3.348,-7588,12176,-17916,-21597,23804,27513
3.366,-8640,13876,-19160,-23546,21586,25078
3.3869,-252,17528,-16520,-25042,16965,25718
3.4068,6360,20092,-21860,-28322,11608,32767
3.4266,1956,12828,-28480,-29382,10360,32767
3.4475,8240,-7476,-22208,-11320,7421,23233
3.4666,3044,-11108,-10800,6546,15342,5521
3.4864,-4212,312,-3716,14372,506,-8080
3.5071,-2836,9736,-5048,8753,-13632,-8208
3.5264,948,3764,-17228,5476,-18821,-6979
3.547,7356,2336,-18952,19765,-14106,-31121
3.5658,31743,27092,-32260,28344,3444,-32768
3.5869,14068,32767,-13892,4007,27043,422
3.6071,-12420,14696,-5032,-4433,-3736,-10081
3.6263,9872,6572,-16812,-5107,-23701,-13926
3.6468,21424,1916,-23212,-3453,7983,-6769
3.666,-6256,-4560,-16520,-1928,14159,-4538
3.6869,-13964,3424,-3288,16267,-7925,-27300
3.707,9008,25832,-9296,533,-24816,-6450
3.7267,21196,16136,-19172,-12396,-10375,8531
3.7482,9020,-2464,-16740,-3875,-710,4856
3.7659,2696,-1960,-13140,7574,-9964,-2068
3.7866,10188,6284,-14392,10392,-10006,-1242
3.8071,9464,9884,-12032,8344,-8934,2426
3.8273,7932,9356,-10660,5220,-11303,3130
3.8483,8180,8976,-12332,2254,-13180,2868
3.8668,7048,5932,-15792,250,-9746,1173
3.8872,2224,4848,-15824,1918,-7180,-4200
3.9064,1320,8360,-13016,2812,-8640,-6310
3.9267,2508,9796,-13636,-57,-9676,-4460
3.9472,3200,8336,-14820,-513,-8665,-5290
3.966,1800,6848,-15556,-352,-7050,-7564
3.9882,2836,6840,-14800,186,-6594,-9308
4.0062,4820,9492,-13344,830,-5150,-10535
4.0261,4528,10724,-13960,-156,-7461,-7207
4.0468,6904,6900,-15240,343,-8030,-6934
4.0657,8272,5720,-15648,2845,-8047,-7647
4.0866,9864,5320,-17664,6701,-5914,-9008
4.107,8796,7716,-16100,10097,-2720,-12473
4.1262,8360,9660,-15756,12622,-3520,-13079
4.1467,8936,9156,-20160,11832,-1801,-13575
4.1658,10184,2096,-26868,16482,1940,-19116
4.1862,2704,19036,-9340,19713,-2794,-19570
4.2072,8524,32511,-8736,15072,-8074,-16503
4.2257,9176,32767,-2980,396,-29268,-1790
4.2463,25532,21608,-23816,-3827,-32768,5763
4.2658,25368,12448,-32560,1509,-8934,5163
4.2862,8,-6048,-21644,-134,10458,-4028
4.3075,-14788,-5852,-13184,6847,-6599,-21543
4.3257,4828,-1916,-20480,1024,-11141,-14000
4.3461,3080,1656,-20464,-4808,17758,1788
4.366,-23600,-5300,-11148,-8059,4580,12756
4.3862,-7676,28,-14080,-1054,-12853,1837
4.4074,8704,16628,-14328,-7683,17062,13395
4.4257,-7796,8248,-8992,-15446,20076,20275
4.4461,-9660,-2704,-10932,-10142,18434,9273
4.4658,-2164,2844,-13040,-7697,22462,5912
4.4859,-444,7084,-11384,-7006,22780,10649
4.5076,580,9312,-11856,-10578,26258,19059
4.5256,-5168,3828,-11440,-11215,25268,19778
4.5464,-5772,5848,-12812,-12227,23172,20537
4.566,-5968,15504,-13636,-18334,23371,26463
4.5863,-9996,16052,-21584,-26813,25880,23252
4.6077,-7096,20684,-13848,-27478,17813,28206
4.6258,-8,18728,-13936,-32768,4119,32767
4.6461,11748,7008,-32768,-30200,1893,32767
4.666,20484,-7560,-27392,-12299,16242,25275
4.6862,-7372,-11636,-8076,3961,30725,12175
4.7074,-25192,-5912,1596,17746,-13197,-13508
4.726,-36,13412,-7076,12700,-32768,-14183
4.7463,18708,8620,-21168,5561,-19310,-2213
4.7665,18680,5140,-22916,13868,-20776,-20482
4.7866,32767,17596,-21104,19730,13315,-25080
4.8062,7368,11928,-17172,8980,18765,-368
4.8268,-11400,1224,-23160,16236,2377,-14503
4.85,-8660,404,-19364,20283,2773,-28312
4.867,-9900,9660,-11860,19778,-1347,-21308
4.8865,-10160,18596,-8588,8730,-9419,-19919
4.9063,3236,22604,-18640,-103,-13137,-18647
4.9267,15444,15256,-20456,-10505,-4482,-1845
4.9488,4964,3188,-13524,-7998,-4321,1196
4.9658,540,4,-13796,851,-10404,-2719
4.9867,4684,4804,-17832,4631,-9208,-1588
5.0077,3124,9044,-15784,2664,-8131,931
5.0265,5268,9880,-15212,1282,-6620,-3041
5.0494,7500,11988,-12336,-22,-8419,5290
5.066,4020,7696,-13384,-1883,-7966,6783
5.087,336,6040,-15504,-820,-10510,4712
5.1068,3928,6916,-16408,-70,-11502,3391
5.1278,6600,7664,-15740,-910,-9332,3358
5.1469,6216,7820,-13492,-1693,-9729,4243
5.1658,7272,7900,-13796,-3270,-10480,5201
5.187,7700,4336,-13916,-4073,-12134,3405
5.2064,11584,36,-14248,-1091,-10180,-2168
5.2262,10280,5808,-14956,764,-7075,-4581
5.2474,5632,7648,-13768,908,-8999,-5412
5.266,8332,6832,-15184,1073,-8665,-9093
5.2879,7608,7724,-14580,625,-8562,-11062
5.306,6568,7948,-15916,658,-10068,-12312
5.3274,8732,7332,-17972,2725,-10445,-14471
5.3481,9272,6896,-22288,6482,-5464,-16686
5.3671,9040,6640,-24200,10345,-2405,-16777
5.3863,8680,7960,-20436,17245,1625,-22115
5.4066,11340,15888,-19756,19866,-2720,-22570
5.4273,8532,32767,-908,12794,-13214,-17681
5.4493,16364,32767,-6736,-2026,-32768,20497
5.4669,32767,8176,-32768,-10753,-15444,13659
5.4867,3280,-17984,-31580,-115,20554,-6174
5.5086,-19572,-7368,-12436,18880,928,-32768
5.5266,3956,5704,-19532,1820,-17126,-18344
5.5468,6260,1908,-25348,-7362,18220,-1881
5.5659,-25244,-952,-11268,-8745,12848,5165
5.5868,-12432,-1576,-13772,-5331,-13875,-3502
5.6069,8592,11548,-16384,-7247,13467,7611
5.6268,-8188,7676,-8220,-15702,16561,16368
5.6462,-6428,-2528,-10860,-11626,17615,7360
5.6661,-2744,2300,-10648,-9398,21713,5169
5.6869,-3548,4472,-14164,-8971,22455,8577
5.7065,-316,4184,-12860,-7379,21388,11519
5.726,224,2668,-13620,-6764,24354,15545
5.7488,-7288,1288,-12256,-7422,22235,16318
5.766,-5548,7204,-15824,-9393,26384,14721
5.7862,-7852,16272,-18596,-16620,25168,23026
5.8068,-11892,16952,-16040,-24314,24890,27571
5.8268,-7636,15792,-12760,-28002,15505,29426
5.8472,1304,7312,-20468,-31410,4871,32767
5.8664,5444,1980,-26088,-20796,2713,32767
5.8869,11664,-4580,-26864,-7958,513,24960
5.9071,9344,-6400,-13140,4192,21015,17753
5.9264,-12164,-280,-60,14244,1596,1913
5.9474,-4520,11004,-4732,9426,-27429,-3977
5.9666,10688,7728,-15448,2878,-23914,-2155
5.9872,12780,4724,-17980,12829,-12690,-16217
6.0062,29192,11336,-17632,20343,-14234,-30006
6.0274,32767,22560,-24844,10500,32767,-3661
6.0484,-21088,11304,-20540,14049,31077,-16934
6.0678,-21988,15664,-364,20425,-24863,-30713
6.0876,22268,18012,-22208,-2897,-25324,-12897
6.1066,17440,5276,-24116,-8212,17891,-684
6.127,-16144,-2472,-6012,-138,5053,-18797
6.1481,-2780,11796,-13680,-332,-21741,-18363
6.1673,17700,13872,-20196,-8069,-11176,-5567
6.187,13080,4552,-18404,-6019,56,-530
6.2065,3428,2744,-10684,3161,-6635,-3581
6.2264,8396,6972,-14036,4836,-13476,541
6.2468,9552,6272,-14960,5802,-8763,2566
6.266,5688,6972,-12316,6887,-12279,3100
6.2864,7372,9280,-12832,4251,-13847,3764
6.3075,7316,5944,-14860,2419,-9878,1528
6.3268,916,8756,-16400,1835,-8395,1118
6.3482,7704,12788,-13728,634,-11042,3747
6.3675,2696,5024,-15936,-1917,-9407,-1158
6.3867,1724,5476,-15164,376,-10405,-3577
6.4061,3344,7188,-14512,-265,-8936,-5229
6.4266,2508,7672,-14960,-1715,-8894,-5790
6.4469,3508,7540,-15320,-1252,-8441,-8254
6.4661,5764,9392,-13396,-595,-9472,-7998
6.487,8204,7640,-14432,-547,-7773,-8198
6.5066,7932,7100,-14972,1022,-8961,-7633
6.5266,9860,6928,-16388,4501,-8461,-9330
6.5471,11440,7684,-16164,8352,-5232,-11573
6.567,12920,3584,-22532,13029,6007,-26934
6.5865,6064,18640,-11672,7166,-6648,-8728
6.6074,9480,3764,-21068,11897,-5117,-13238
6.6264,13928,8852,-23060,19050,-7358,-18949
6.6469,17984,27192,-7772,19999,8377,-26206
6.6658,-8360,32767,13004,8055,-32768,26579
6.6865,28652,17912,-32768,-18770,-32768,25452
6.7076,19176,-22528,-32768,-3133,13575,-5327
6.7265,-13296,-13208,-21136,16360,9289,-27869
6.7476,788,-6756,-22960,12003,-9254,-28252
6.766,9420,8648,-24396,4444,17378,-4987
6.7872,-25128,5336,-11292,-10581,14188,13741
6.8069,-24080,-6496,-12960,-9013,-10788,2931
6.8261,4916,3604,-17832,-7336,1362,1557
6.8461,-1044,15228,-7408,-10742,22090,15767
6.8661,-10340,3536,-7676,-17580,15393,17294
6.8865,-4796,-976,-10152,-10913,20785,7979
6.9076,-3320,5684,-11188,-12268,24547,10098
6.9257,1988,320,-9188,-9695,19982,10282
6.9461,-132,5176,-17984,-8423,32767,17612
6.9657,-12084,580,-13400,-6560,26559,14764
6.9862,-8304,10528,-11584,-8028,25009,13303
7.0072,-5784,19844,-20996,-19857,25982,27684
7.0257,-14984,17092,-19112,-28909,25443,26745
7.0459,-5824,17364,-12736,-32768,12710,32372
7.0659,5208,11692,-16952,-32768,3026,32767
7.0862,8988,1556,-32768,-27930,1,32767
7.1076,15084,-14220,-27288,-4498,15036,26710
7.1257,-7688,-14644,-8816,15334,16683,1936
7.1462,-11848,7084,1000,23166,-15015,-17727
7.166,6212,19332,-10392,4749,-29369,-1290
7.1862,9088,2876,-19084,4163,-11764,-8356
7.207,7100,10516,-20980,20053,-21475,-32768
7.2257,32767,29488,-21088,9185,14313,-17136
7.2462,7080,13104,-14472,1012,25557,4657
7.2661,-13892,4712,-11068,9769,3054,-25407
7.2865,7292,11648,-18152,6248,-14874,-20401
7.3071,14636,7472,-20724,1580,5475,-13471
7.3257,-1316,4648,-9676,4476,14172,-23977
7.3462,-5860,12728,-4616,447,-7929,-14342
7.3658,4960,12676,-17160,-8438,-16108,-4514
7.3864,11024,5340,-22516,-7609,-7154,-3108
7.4073,7824,1652,-15716,3072,-1170,-8642
7.4258,7380,10624,-8532,6155,-8505,-2435
7.4462,10320,9092,-12712,2420,-12211,5003
7.466,9204,5488,-13888,3808,-11561,4101
7.4865,9740,6096,-12084,5363,-12748,3420
7.507,8000,6176,-13824,2610,-12999,4364
7.5257,5456,6108,-16204,2484,-11434,2127
7.546,3952,6512,-13948,3743,-8498,-3579
7.5663,2648,10060,-13624,2292,-8973,-2443
7.5866,1248,9592,-13852,351,-8215,-3014
7.6072,564,7576,-14704,350,-9463,-5484
7.6267,3004,9280,-15548,-147,-6542,-8521
7.6475,1696,9636,-14636,-664,-6142,-9314
7.666,1884,11072,-14320,-2054,-8338,-8905
7.6888,4960,9292,-13044,-2530,-8995,-8345
7.7066,6568,7744,-14076,-2723,-11220,-5883
7.7267,9580,4256,-16288,266,-9523,-7898
7.749,10744,5428,-17284,5389,-5785,-10828
7.7671,8896,8544,-16676,9455,-3845,-11282
7.7867,7992,10916,-14888,9430,-8940,-4516
7.8067,7408,10772,-17948,15301,11440,-22044
7.8267,7744,7544,-16428,9514,-12261,-9877
7.8467,12716,12536,-20700,18340,-3323,-18165
7.8661,10592,27372,-10240,16070,-741,-23682
7.8866,16768,32767,-632,9237,-32256,-9824
7.9079,32168,32767,-28796,-17894,-32768,28325
7.9262,17172,-6876,-32768,-9933,6702,12169
7.9469,-17448,-25436,-19204,6867,14444,-25306
7.9667,-12764,-4484,-21088,17824,-17049,-31908
7.9869,13692,14004,-21640,5996,8722,-8692
8.0061,-14140,8440,-12160,-11065,22343,10359
8.0269,-25840,-11288,-13196,-9799,-15517,10512
8.0483,892,1020,-19008,-5243,-3942,4712
8.066,1636,10608,-10144,-9226,19062,12873
8.0886,-9996,756,-6848,-11986,15982,11361
8.1068,-4456,-192,-10848,-8940,18470,6588
8.1265,-2956,2084,-12236,-7293,23611,6268
8.1495,-5168,4720,-10056,-5106,24310,5928
8.167,272,7908,-11456,-6598,21061,15103
8.1866,-3372,3852,-15696,-8907,24906,20246
8.2068,-10152,4416,-11944,-7888,22255,18071
8.2261,-5872,12700,-9484,-13139,23493,20205
8.2467,-6068,14828,-18764,-23344,23298,28086
8.2663,-8152,13904,-13208,-23070,20765,28074
8.2865,-260,11896,-15624,-26931,9083,32767
8.3066,5840,6528,-24700,-22772,7675,32767
8.3261,4924,6872,-32012,-15239,2792,32767
8.3467,16036,-4488,-21068,917,16892,17774
8.3665,-2844,-2812,-6124,10734,20495,4818
8.3868,-14136,7272,2744,13089,-13050,-6397
8.4063,2980,11552,-9144,3066,-29348,-4232
8.4271,14116,4408,-22376,4181,-13142,-10012
8.4474,14156,10288,-23720,14683,-9918,-24815
8.4664,32767,23128,-18124,11187,18040,-15965
8.4874,12,13792,-16308,7106,24975,-9381
8.5065,-12616,12288,-11400,11099,-153,-27745
8.5267,10220,15872,-17308,2457,-13848,-17030
8.5481,10896,5324,-21144,-1913,9527,-12515
8.5667,-6548,4628,-9092,3571,7064,-18263
8.5868,-3592,9820,-9924,194,-10624,-12837
8.6065,5128,12884,-17672,-7381,-14966,-3674
8.6269,12156,7892,-16720,-5714,-9921,-1136
8.6492,13732,4112,-13764,-341,-8592,3038
8.6665,10256,4724,-13064,4046,-9365,4095
8.6865,9920,5700,-13668,6473,-9995,4489
8.7061,8264,7684,-11084,6852,-11655,5754
8.7273,7380,7848,-11288,4675,-14634,6677
8.7473,7520,8404,-13700,1906,-14294,6329
8.7665,6372,6764,-14360,511,-11473,3336
8.7872,3788,8296,-15820,-24,-8604,1042
8.8066,3656,7964,-13824,-539,-9879,-951
8.8263,3164,7988,-13904,-885,-8784,-2049
8.8469,2276,8128,-14156,-1172,-7695,-3345
8.8669,2436,7200,-14764,-1329,-7961,-4968
8.8867,4652,8476,-15184,-2024,-7016,-5272
8.907,3808,6364,-14488,-1085,-6524,-6872
8.9266,6560,6640,-13844,-231,-7381,-7899
8.9488,8168,6456,-14760,526,-6375,-7270
8.9671,8864,5628,-15468,3115,-5859,-9183
8.987,9156,6488,-15116,5160,-4499,-9769
9.0072,7732,7240,-13976,6371,-3435,-11459
9.0273,6268,8576,-14104,4296,-11808,-11324
9.0473,6132,5132,-19940,10551,-4958,-10463
9.0664,5132,7468,-20740,13212,10825,-28978
9.0863,4804,13092,-17532,13376,-6141,-16971
9.1074,11144,17932,-15196,15851,-3175,-18761
9.1265,9996,28964,-11396,14620,-11608,-8964
9.147,18556,32767,-5624,6686,-32768,-5093
9.1659,29120,28864,-28648,-5212,-29059,17803
9.1873,13464,-5084,-32768,-4251,5232,7414
9.2075,-15196,-12616,-14704,2401,5886,-15456
9.2266,-12604,-6324,-15680,4750,-17469,-17974
9.2491,9892,372,-24596,6030,3756,-9200
9.2664,-10248,7392,-12848,-3457,18689,8868
9.2867,-25712,-2256,-7752,-12477,-15074,21596
9.3067,-820,-4548,-19808,-3877,-9453,5487
9.3264,3440,10076,-10620,-5604,17403,9337
9.3465,-7624,3176,-6944,-8555,20808,9112
9.366,-5944,-360,-8236,-5662,21991,2437
9.3871,-5876,4364,-11244,-6066,23237,6608
9.4064,-7456,3428,-11704,-5012,23010,6544
9.4266,-20,5556,-12144,-3802,22515,13210
9.4469,-9740,4824,-11544,-6521,24991,18234
9.4667,-8980,10244,-10196,-11355,19150,21740
9.4874,-12352,18836,-16064,-24048,17810,32767
9.5065,-14076,9804,-18400,-29018,13018,32767
9.5265,-2400,6424,-18640,-25678,7636,32767
9.5472,2924,5760,-21832,-20978,6513,32767
9.567,6100,8812,-23780,-13637,1411,32767
9.5862,5916,7824,-26132,-13014,-601,32767
9.6066,2324,-4744,-8364,1009,9584,13654
9.6262,-5024,4996,2000,5683,-11886,3945
9.6471,8368,12120,-7476,403,-22095,-1228
9.6661,14116,10712,-11508,-2935,-15224,-2000
9.6863,16592,7136,-13000,-2412,-18967,559
9.707,32767,-516,-20992,-1499,-7539,-3508
9.7263,26548,3096,-27352,11282,32238,-6851
9.7469,-25224,11260,-32768,18589,28851,-20962
9.7658,-25136,13392,-12920,32767,1928,-32768
9.7867,11856,32767,260,11471,-28073,-26655
9.8069,30864,25760,-4924,-20237,-763,8844
9.8266,-644,-3724,-18732,-32178,7319,14329
9.8499,-19860,-22020,-29104,-3298,-2032,-28918
9.8665,3012,10396,-14784,15965,-16079,-32768
9.8869,28112,29712,-10596,-2242,-4350,-3660
9.907,13216,12344,-13148,-14407,3967,18426
9.9259,-1700,-4364,-13080,-3714,-8902,8433
9.9473,9380,428,-17412,6655,-16484,3815
9.9659,15452,4964,-18144,7764,-7510,7085
9.9867,8108,7120,-14324,8667,-3719,4065
10.009,4028,12192,-11768,5667,-6368,3914
10.0268,2500,13048,-12164,304,-8616,7344
10.0474,2244,8572,-14336,-1857,-10251,6595
10.0659,4516,6672,-15072,-1628,-9030,3847
10.0953,4804,8160,-13536,-1765,-6193,2022
10.1082,4536,9396,-12404,-2659,-7035,2853
10.1264,4604,9788,-12020,-5373,-8958,4134
10.1469,5656,7592,-14292,-7225,-10044,5113
10.1661,5644,3584,-16396,-6073,-7571,2294
10.1868,6308,4684,-14432,-2361,-6956,-858
10.2072,6784,6848,-13196,-1368,-6805,-199
10.2268,6100,7936,-14300,-1789,-7337,1640
10.2468,4692,6756,-16256,-968,-10364,4037
10.2664,7096,5060,-20132,212,-13196,6559
10.2873,10420,2540,-19752,3306,-6219,5321
10.3064,3552,2752,-14368,4173,-4282,3421
10.3267,-3272,11808,-12264,5442,-3919,-3911
10.3484,-3576,18052,-11664,-1300,-8880,-601
10.3667,-832,14200,-12912,-5708,-6329,606
10.3867,-3452,9616,-13368,-9917,-9233,6715
10.4065,-2856,2904,-17376,-9253,-10003,7196
10.4269,-352,1212,-17668,-2729,-7341,3050
10.4464,2580,6792,-15100,-261,-5831,4191
10.466,2056,10248,-14848,-1247,-6301,6608
10.4864,3980,10308,-15688,-1334,-6459,6242
10.5072,3040,9580,-16000,-1942,-4296,7960
10.5267,-1224,7900,-14720,-1154,-6296,6360
10.5523,1004,9676,-16832,-980,-6164,5946
