time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
6.986,15408,7320,-30432,-19983,-8737,-14050
7.0062,6144,-1748,-29788,-9447,314,-30997
7.0272,3940,-1672,-32768,9532,13661,-32768
7.0464,-12128,10448,-27660,12519,32767,-32768
7.0665,-32768,6684,-8240,12557,32767,-32768
7.0864,-32768,-1496,-5928,9457,-14130,-32768
7.1079,7648,704,-32768,17635,14333,-32768
7.1282,-192,15468,-9716,32767,32767,-18325
7.1468,-31768,32767,16700,-2859,-15801,32767
7.1686,-5272,-3144,-20888,-17096,-20139,32767
7.1863,-252,-16204,-23968,9907,10534,19903
7.2073,-13452,6704,-6720,17416,7791,24810
7.2271,-13640,2444,-7816,8133,-909,30951
7.2466,-9864,-1072,-11052,10856,-3338,30002
7.267,-8996,4292,-10692,10266,-3716,31762
7.286,-9368,4600,-10664,8830,-11269,32767
7.3063,-6084,4404,-12652,7298,-11173,31535
7.3279,-6760,4736,-11912,6605,-9889,25881
7.346,-5852,4324,-12500,7286,-8779,20032
7.3672,-4988,5572,-13788,6977,-6866,14111
7.3864,-4936,7548,-14364,5651,-5232,12232
7.4064,-5212,8404,-14440,3171,-5522,12058
7.4278,-4424,8000,-14768,1072,-5597,11067
7.4459,-4040,9288,-14268,-177,-5074,10672
7.4668,-3360,10788,-14140,-1598,-3971,10917
7.4861,-3988,11588,-13768,-2505,-3382,11136
7.5066,-3548,13024,-13620,-3567,-2436,11591
7.5273,-4172,12644,-13092,-4448,-1193,13565
7.5491,-5648,11120,-12828,-4106,-3139,14393
