time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
4.72,-14840,17680,-6380,-17629,7242,-28724
4.828,-13452,12444,-12484,-26108,-23623,-22232
4.934,-15408,10068,-1464,7157,2944,-10698
5.041,-10132,12752,-8800,-8849,-28027,22469
5.148,-11692,10396,-4740,6674,13007,-2728
5.256,-13428,8472,-6976,488,-4347,-5724
5.364,-9912,5632,-13376,251,-8646,-10935
5.47,-23284,16656,-7084,-5963,-13689,-9321
5.576,-13720,10576,-6068,-1109,-3083,-22571
5.684,-4464,-7340,4456,1870,6670,1084
5.791,-2512,-1456,-11532,1059,10194,21544
5.898,-18992,12708,-6516,11503,19225,32767
6.004,-31476,9168,-6912,3738,24839,23076
6.111,-23872,2300,-9252,12175,13820,13509
6.219,-21764,17080,-11768,-15217,-32768,-21489
6.33,-11468,8356,-13852,-6387,2112,-8700
6.436,-11084,19360,900,-2198,-7132,647
6.543,-10964,3084,-8944,5322,8191,-14106
6.651,-15108,7364,-3892,1341,-2773,-3263
6.758,-13460,9032,-5508,-39,-10629,-6834
6.865,-17764,6736,-5188,-195,-1350,-16114
6.972,-22544,10508,-12844,-8471,-18667,-14403
7.078,-13520,9476,-1204,2994,-11504,-23089
7.186,-2844,8828,-1716,3473,-7168,-2315
7.293,2864,14296,-28120,14025,9197,32767
7.399,-26920,19280,-9628,15492,28517,32767
7.506,-28908,-3388,-2700,11197,22005,5361
7.614,-22192,4696,1484,3514,-23909,-32768
7.721,-17436,7052,-13244,-28806,-22889,-24589
7.828,-14016,7932,-2284,8443,1022,-8342
7.934,-11144,2912,-12476,-889,2977,-8526
8.04,-12172,8080,-8808,4675,2977,2982
8.149,-17432,5268,-6364,4614,2297,-10884
8.256,-12068,6372,-13848,-8742,-16289,-7081
8.363,-22832,8500,-17200,-7612,-14905,-22519
8.47,-11796,8468,248,1139,-10474,-18922
8.576,-3892,9876,3436,1281,-10625,-4175
8.685,-700,4464,-11844,11260,6705,27518
8.791,-26740,9676,-28652,4995,32767,32767
8.899,-28524,-5136,-4016,6059,15928,23382
9.005,-6676,6652,-8380,16794,-10478,-32768
9.113,-13044,23232,-8492,-32122,-22545,-29878
9.221,-10028,-6704,-24972,11273,24013,-19961
9.328,-6224,18532,-4212,-6134,-32768,32767
9.434,-9888,14092,-6204,7720,12642,-13079
9.541,-17272,2880,-6836,4375,-7277,-7718
9.648,-12792,10716,-2328,1170,-13780,-7437
9.756,-23116,17740,-6088,-8244,-20880,-6745
9.863,-13320,4600,-5572,-3466,-4433,-22310
9.969,-12240,2140,14456,11481,4183,-13754
10.076,-2052,-1460,-7816,20199,-297,20962
10.184,-24604,17684,-8288,19091,31350,32767
10.291,-32284,1248,-1908,15332,8717,32767
10.398,-19932,8004,4168,3490,4490,-22967
10.504,-21336,6956,-13460,-27355,-27066,-22653
10.612,-10656,1592,-15592,-3566,-3737,-3505
10.719,-13156,5072,-18296,-17187,6022,-6690
10.826,-13036,10032,292,4112,5987,-4381
10.933,-15080,5212,-7628,2774,3983,-6674
11.04,-14088,11524,-3352,984,-16154,-8207
11.147,-20448,5772,-12740,-9282,-9258,-14440
11.254,-16780,20800,-7900,-14248,-10404,-21664
11.361,3820,-5052,-4832,-448,5827,2815
11.467,-1544,-648,-9252,-5472,5492,24683
11.573,-18664,10724,-1472,8726,16573,32767
11.682,-32768,14680,-892,5574,32767,19824
11.789,-9996,19552,7708,32767,-3608,32767
11.896,-24472,10216,-6872,-7454,-32768,-10830
12.003,-8796,9848,-28616,-25633,-32768,15595
12.11,-14664,21884,14272,8436,9623,-18229
12.217,-13844,1564,-9468,1271,4319,-3515
12.324,-14336,10236,-3692,1635,4685,-5726
12.43,-13724,9764,-5376,-37,-11487,-8430
12.537,-17644,7828,-8064,-2502,-9852,-10668
12.644,-21468,13024,-8552,-10124,-17064,-17166
12.752,1892,-72,-3748,-7398,171,8322
12.859,-2316,2012,-5100,-9981,-1454,27421
12.966,-28252,-6072,-7700,23986,32767,9613
13.072,-32768,7804,-5552,32767,32767,32767
13.18,-20384,6796,3720,-20047,8398,-31484
